,product,price,quantity,date,region
33405,pink morsel,$5.00,500,2021-05-14,south
33406,pink morsel,$5.00,428,2021-05-14,east
33407,pink morsel,$5.00,438,2021-05-14,west
33432,pink morsel,$5.00,448,2021-05-15,north
33433,pink morsel,$5.00,436,2021-05-15,south
33434,pink morsel,$5.00,404,2021-05-15,east
33435,pink morsel,$5.00,478,2021-05-15,west
33460,pink morsel,$5.00,475,2021-05-16,north
33461,pink morsel,$5.00,410,2021-05-16,south
33462,pink morsel,$5.00,416,2021-05-16,east
33463,pink morsel,$5.00,411,2021-05-16,west
33488,pink morsel,$5.00,404,2021-05-17,north
33489,pink morsel,$5.00,494,2021-05-17,south
33490,pink morsel,$5.00,444,2021-05-17,east
33491,pink morsel,$5.00,451,2021-05-17,west
33516,pink morsel,$5.00,437,2021-05-18,north
33517,pink morsel,$5.00,491,2021-05-18,south
33518,pink morsel,$5.00,454,2021-05-18,east
33519,pink morsel,$5.00,483,2021-05-18,west
33544,pink morsel,$5.00,480,2021-05-19,north
33545,pink morsel,$5.00,460,2021-05-19,south
33546,pink morsel,$5.00,435,2021-05-19,east
33547,pink morsel,$5.00,404,2021-05-19,west
33572,pink morsel,$5.00,439,2021-05-20,north
33573,pink morsel,$5.00,410,2021-05-20,south
33574,pink morsel,$5.00,411,2021-05-20,east
33575,pink morsel,$5.00,460,2021-05-20,west
33600,pink morsel,$5.00,496,2021-05-21,north
33601,pink morsel,$5.00,448,2021-05-21,south
33602,pink morsel,$5.00,405,2021-05-21,east
33603,pink morsel,$5.00,496,2021-05-21,west
33628,pink morsel,$5.00,486,2021-05-22,north
33629,pink morsel,$5.00,420,2021-05-22,south
33630,pink morsel,$5.00,484,2021-05-22,east
33631,pink morsel,$5.00,482,2021-05-22,west
33656,pink morsel,$5.00,431,2021-05-23,north
33657,pink morsel,$5.00,469,2021-05-23,south
33658,pink morsel,$5.00,409,2021-05-23,east
33659,pink morsel,$5.00,448,2021-05-23,west
33684,pink morsel,$5.00,478,2021-05-24,north
33685,pink morsel,$5.00,442,2021-05-24,south
33686,pink morsel,$5.00,421,2021-05-24,east
33687,pink morsel,$5.00,415,2021-05-24,west
33712,pink morsel,$5.00,404,2021-05-25,north
33713,pink morsel,$5.00,421,2021-05-25,south
33714,pink morsel,$5.00,459,2021-05-25,east
33715,pink morsel,$5.00,401,2021-05-25,west
33740,pink morsel,$5.00,495,2021-05-26,north
33741,pink morsel,$5.00,442,2021-05-26,south
33742,pink morsel,$5.00,408,2021-05-26,east
33743,pink morsel,$5.00,417,2021-05-26,west
33768,pink morsel,$5.00,416,2021-05-27,north
33769,pink morsel,$5.00,452,2021-05-27,south
33770,pink morsel,$5.00,469,2021-05-27,east
33771,pink morsel,$5.00,432,2021-05-27,west
33796,pink morsel,$5.00,441,2021-05-28,north
33797,pink morsel,$5.00,411,2021-05-28,south
33798,pink morsel,$5.00,456,2021-05-28,east
33799,pink morsel,$5.00,441,2021-05-28,west
33824,pink morsel,$5.00,430,2021-05-29,north
33825,pink morsel,$5.00,490,2021-05-29,south
33826,pink morsel,$5.00,401,2021-05-29,east
33827,pink morsel,$5.00,423,2021-05-29,west
33852,pink morsel,$5.00,476,2021-05-30,north
33853,pink morsel,$5.00,445,2021-05-30,south
33854,pink morsel,$5.00,497,2021-05-30,east
33855,pink morsel,$5.00,462,2021-05-30,west
33880,pink morsel,$5.00,479,2021-05-31,north
33881,pink morsel,$5.00,419,2021-05-31,south
33882,pink morsel,$5.00,444,2021-05-31,east
33883,pink morsel,$5.00,426,2021-05-31,west
33908,pink morsel,$5.00,428,2021-06-01,north
33909,pink morsel,$5.00,490,2021-06-01,south
33910,pink morsel,$5.00,411,2021-06-01,east
33911,pink morsel,$5.00,443,2021-06-01,west
33936,pink morsel,$5.00,403,2021-06-02,north
33937,pink morsel,$5.00,470,2021-06-02,south
33938,pink morsel,$5.00,401,2021-06-02,east
33939,pink morsel,$5.00,403,2021-06-02,west
33964,pink morsel,$5.00,475,2021-06-03,north
33965,pink morsel,$5.00,405,2021-06-03,south
33966,pink morsel,$5.00,475,2021-06-03,east
33967,pink morsel,$5.00,460,2021-06-03,west
33992,pink morsel,$5.00,481,2021-06-04,north
33993,pink morsel,$5.00,427,2021-06-04,south
33994,pink morsel,$5.00,463,2021-06-04,east
33995,pink morsel,$5.00,460,2021-06-04,west
34020,pink morsel,$5.00,485,2021-06-05,north
34021,pink morsel,$5.00,480,2021-06-05,south
34022,pink morsel,$5.00,449,2021-06-05,east
34023,pink morsel,$5.00,417,2021-06-05,west
34048,pink morsel,$5.00,404,2021-06-06,north
34049,pink morsel,$5.00,438,2021-06-06,south
34050,pink morsel,$5.00,490,2021-06-06,east
34051,pink morsel,$5.00,449,2021-06-06,west
34076,pink morsel,$5.00,478,2021-06-07,north
34077,pink morsel,$5.00,404,2021-06-07,south
34078,pink morsel,$5.00,472,2021-06-07,east
34079,pink morsel,$5.00,414,2021-06-07,west
34104,pink morsel,$5.00,458,2021-06-08,north
34105,pink morsel,$5.00,407,2021-06-08,south
34106,pink morsel,$5.00,490,2021-06-08,east
34107,pink morsel,$5.00,424,2021-06-08,west
34132,pink morsel,$5.00,496,2021-06-09,north
34133,pink morsel,$5.00,500,2021-06-09,south
34134,pink morsel,$5.00,473,2021-06-09,east
34135,pink morsel,$5.00,466,2021-06-09,west
34160,pink morsel,$5.00,456,2021-06-10,north
34161,pink morsel,$5.00,403,2021-06-10,south
34162,pink morsel,$5.00,500,2021-06-10,east
34163,pink morsel,$5.00,481,2021-06-10,west
34188,pink morsel,$5.00,477,2021-06-11,north
34189,pink morsel,$5.00,418,2021-06-11,south
34190,pink morsel,$5.00,460,2021-06-11,east
34191,pink morsel,$5.00,470,2021-06-11,west
34216,pink morsel,$5.00,419,2021-06-12,north
34217,pink morsel,$5.00,475,2021-06-12,south
34218,pink morsel,$5.00,454,2021-06-12,east
34219,pink morsel,$5.00,473,2021-06-12,west
34244,pink morsel,$5.00,441,2021-06-13,north
34245,pink morsel,$5.00,452,2021-06-13,south
34246,pink morsel,$5.00,427,2021-06-13,east
34247,pink morsel,$5.00,456,2021-06-13,west
34272,pink morsel,$5.00,497,2021-06-14,north
34273,pink morsel,$5.00,405,2021-06-14,south
34274,pink morsel,$5.00,492,2021-06-14,east
34275,pink morsel,$5.00,457,2021-06-14,west
34300,pink morsel,$5.00,418,2021-06-15,north
34301,pink morsel,$5.00,415,2021-06-15,south
34302,pink morsel,$5.00,425,2021-06-15,east
34303,pink morsel,$5.00,417,2021-06-15,west
34328,pink morsel,$5.00,482,2021-06-16,north
34329,pink morsel,$5.00,453,2021-06-16,south
34330,pink morsel,$5.00,429,2021-06-16,east
34331,pink morsel,$5.00,464,2021-06-16,west
34356,pink morsel,$5.00,452,2021-06-17,north
34357,pink morsel,$5.00,492,2021-06-17,south
34358,pink morsel,$5.00,412,2021-06-17,east
34359,pink morsel,$5.00,424,2021-06-17,west
34384,pink morsel,$5.00,465,2021-06-18,north
34385,pink morsel,$5.00,455,2021-06-18,south
34386,pink morsel,$5.00,457,2021-06-18,east
34387,pink morsel,$5.00,430,2021-06-18,west
34412,pink morsel,$5.00,432,2021-06-19,north
34413,pink morsel,$5.00,404,2021-06-19,south
34414,pink morsel,$5.00,486,2021-06-19,east
34415,pink morsel,$5.00,405,2021-06-19,west
34440,pink morsel,$5.00,456,2021-06-20,north
34441,pink morsel,$5.00,485,2021-06-20,south
34442,pink morsel,$5.00,446,2021-06-20,east
34443,pink morsel,$5.00,432,2021-06-20,west
34468,pink morsel,$5.00,472,2021-06-21,north
34469,pink morsel,$5.00,461,2021-06-21,south
34470,pink morsel,$5.00,421,2021-06-21,east
34471,pink morsel,$5.00,458,2021-06-21,west
34496,pink morsel,$5.00,456,2021-06-22,north
34497,pink morsel,$5.00,402,2021-06-22,south
34498,pink morsel,$5.00,419,2021-06-22,east
34499,pink morsel,$5.00,454,2021-06-22,west
34524,pink morsel,$5.00,416,2021-06-23,north
34525,pink morsel,$5.00,469,2021-06-23,south
34526,pink morsel,$5.00,448,2021-06-23,east
34527,pink morsel,$5.00,485,2021-06-23,west
34552,pink morsel,$5.00,478,2021-06-24,north
34553,pink morsel,$5.00,431,2021-06-24,south
34554,pink morsel,$5.00,412,2021-06-24,east
34555,pink morsel,$5.00,411,2021-06-24,west
34580,pink morsel,$5.00,428,2021-06-25,north
34581,pink morsel,$5.00,468,2021-06-25,south
34582,pink morsel,$5.00,406,2021-06-25,east
34583,pink morsel,$5.00,462,2021-06-25,west
34608,pink morsel,$5.00,413,2021-06-26,north
34609,pink morsel,$5.00,466,2021-06-26,south
34610,pink morsel,$5.00,429,2021-06-26,east
34611,pink morsel,$5.00,410,2021-06-26,west
34636,pink morsel,$5.00,419,2021-06-27,north
34637,pink morsel,$5.00,492,2021-06-27,south
34638,pink morsel,$5.00,439,2021-06-27,east
34639,pink morsel,$5.00,404,2021-06-27,west
34664,pink morsel,$5.00,437,2021-06-28,north
34665,pink morsel,$5.00,438,2021-06-28,south
34666,pink morsel,$5.00,410,2021-06-28,east
34667,pink morsel,$5.00,409,2021-06-28,west
34692,pink morsel,$5.00,431,2021-06-29,north
34693,pink morsel,$5.00,427,2021-06-29,south
34694,pink morsel,$5.00,456,2021-06-29,east
34695,pink morsel,$5.00,497,2021-06-29,west
34720,pink morsel,$5.00,408,2021-06-30,north
34721,pink morsel,$5.00,426,2021-06-30,south
34722,pink morsel,$5.00,498,2021-06-30,east
34723,pink morsel,$5.00,432,2021-06-30,west
34748,pink morsel,$5.00,413,2021-07-01,north
34749,pink morsel,$5.00,471,2021-07-01,south
34750,pink morsel,$5.00,441,2021-07-01,east
34751,pink morsel,$5.00,453,2021-07-01,west
34776,pink morsel,$5.00,401,2021-07-02,north
34777,pink morsel,$5.00,490,2021-07-02,south
34778,pink morsel,$5.00,500,2021-07-02,east
34779,pink morsel,$5.00,489,2021-07-02,west
34804,pink morsel,$5.00,492,2021-07-03,north
34805,pink morsel,$5.00,412,2021-07-03,south
34806,pink morsel,$5.00,418,2021-07-03,east
34807,pink morsel,$5.00,483,2021-07-03,west
34832,pink morsel,$5.00,479,2021-07-04,north
34833,pink morsel,$5.00,474,2021-07-04,south
34834,pink morsel,$5.00,422,2021-07-04,east
34835,pink morsel,$5.00,479,2021-07-04,west
34860,pink morsel,$5.00,441,2021-07-05,north
34861,pink morsel,$5.00,449,2021-07-05,south
34862,pink morsel,$5.00,466,2021-07-05,east
34863,pink morsel,$5.00,402,2021-07-05,west
34888,pink morsel,$5.00,486,2021-07-06,north
34889,pink morsel,$5.00,425,2021-07-06,south
34890,pink morsel,$5.00,447,2021-07-06,east
34891,pink morsel,$5.00,435,2021-07-06,west
34916,pink morsel,$5.00,492,2021-07-07,north
34917,pink morsel,$5.00,500,2021-07-07,south
34918,pink morsel,$5.00,463,2021-07-07,east
34919,pink morsel,$5.00,424,2021-07-07,west
34944,pink morsel,$5.00,408,2021-07-08,north
34945,pink morsel,$5.00,485,2021-07-08,south
34946,pink morsel,$5.00,475,2021-07-08,east
34947,pink morsel,$5.00,416,2021-07-08,west
34972,pink morsel,$5.00,421,2021-07-09,north
34973,pink morsel,$5.00,448,2021-07-09,south
34974,pink morsel,$5.00,403,2021-07-09,east
34975,pink morsel,$5.00,434,2021-07-09,west
35000,pink morsel,$5.00,439,2021-07-10,north
35001,pink morsel,$5.00,488,2021-07-10,south
35002,pink morsel,$5.00,408,2021-07-10,east
35003,pink morsel,$5.00,452,2021-07-10,west
35028,pink morsel,$5.00,434,2021-07-11,north
35029,pink morsel,$5.00,440,2021-07-11,south
35030,pink morsel,$5.00,452,2021-07-11,east
35031,pink morsel,$5.00,479,2021-07-11,west
35056,pink morsel,$5.00,402,2021-07-12,north
35057,pink morsel,$5.00,401,2021-07-12,south
35058,pink morsel,$5.00,450,2021-07-12,east
35059,pink morsel,$5.00,402,2021-07-12,west
35084,pink morsel,$5.00,429,2021-07-13,north
35085,pink morsel,$5.00,421,2021-07-13,south
35086,pink morsel,$5.00,453,2021-07-13,east
35087,pink morsel,$5.00,404,2021-07-13,west
35112,pink morsel,$5.00,459,2021-07-14,north
35113,pink morsel,$5.00,466,2021-07-14,south
35114,pink morsel,$5.00,456,2021-07-14,east
35115,pink morsel,$5.00,409,2021-07-14,west
35140,pink morsel,$5.00,475,2021-07-15,north
35141,pink morsel,$5.00,474,2021-07-15,south
35142,pink morsel,$5.00,451,2021-07-15,east
35143,pink morsel,$5.00,461,2021-07-15,west
35168,pink morsel,$5.00,488,2021-07-16,north
35169,pink morsel,$5.00,404,2021-07-16,south
35170,pink morsel,$5.00,407,2021-07-16,east
35171,pink morsel,$5.00,431,2021-07-16,west
35196,pink morsel,$5.00,429,2021-07-17,north
35197,pink morsel,$5.00,416,2021-07-17,south
35198,pink morsel,$5.00,469,2021-07-17,east
35199,pink morsel,$5.00,446,2021-07-17,west
35224,pink morsel,$5.00,475,2021-07-18,north
35225,pink morsel,$5.00,433,2021-07-18,south
35226,pink morsel,$5.00,435,2021-07-18,east
35227,pink morsel,$5.00,477,2021-07-18,west
35252,pink morsel,$5.00,459,2021-07-19,north
35253,pink morsel,$5.00,434,2021-07-19,south
35254,pink morsel,$5.00,408,2021-07-19,east
35255,pink morsel,$5.00,441,2021-07-19,west
35280,pink morsel,$5.00,487,2021-07-20,north
35281,pink morsel,$5.00,476,2021-07-20,south
35282,pink morsel,$5.00,489,2021-07-20,east
35283,pink morsel,$5.00,478,2021-07-20,west
35308,pink morsel,$5.00,423,2021-07-21,north
35309,pink morsel,$5.00,455,2021-07-21,south
35310,pink morsel,$5.00,440,2021-07-21,east
35311,pink morsel,$5.00,461,2021-07-21,west
35336,pink morsel,$5.00,456,2021-07-22,north
35337,pink morsel,$5.00,428,2021-07-22,south
35338,pink morsel,$5.00,441,2021-07-22,east
35339,pink morsel,$5.00,490,2021-07-22,west
35364,pink morsel,$5.00,412,2021-07-23,north
35365,pink morsel,$5.00,440,2021-07-23,south
35366,pink morsel,$5.00,478,2021-07-23,east
35367,pink morsel,$5.00,415,2021-07-23,west
35392,pink morsel,$5.00,403,2021-07-24,north
35393,pink morsel,$5.00,447,2021-07-24,south
35394,pink morsel,$5.00,472,2021-07-24,east
35395,pink morsel,$5.00,425,2021-07-24,west
35420,pink morsel,$5.00,447,2021-07-25,north
35421,pink morsel,$5.00,490,2021-07-25,south
35422,pink morsel,$5.00,431,2021-07-25,east
35423,pink morsel,$5.00,456,2021-07-25,west
35448,pink morsel,$5.00,457,2021-07-26,north
35449,pink morsel,$5.00,479,2021-07-26,south
35450,pink morsel,$5.00,472,2021-07-26,east
35451,pink morsel,$5.00,458,2021-07-26,west
35476,pink morsel,$5.00,488,2021-07-27,north
35477,pink morsel,$5.00,463,2021-07-27,south
35478,pink morsel,$5.00,416,2021-07-27,east
35479,pink morsel,$5.00,490,2021-07-27,west
35504,pink morsel,$5.00,433,2021-07-28,north
35505,pink morsel,$5.00,477,2021-07-28,south
35506,pink morsel,$5.00,402,2021-07-28,east
35507,pink morsel,$5.00,485,2021-07-28,west
35532,pink morsel,$5.00,425,2021-07-29,north
35533,pink morsel,$5.00,425,2021-07-29,south
35534,pink morsel,$5.00,447,2021-07-29,east
35535,pink morsel,$5.00,472,2021-07-29,west
35560,pink morsel,$5.00,401,2021-07-30,north
35561,pink morsel,$5.00,440,2021-07-30,south
35562,pink morsel,$5.00,431,2021-07-30,east
35563,pink morsel,$5.00,449,2021-07-30,west
35588,pink morsel,$5.00,444,2021-07-31,north
35589,pink morsel,$5.00,445,2021-07-31,south
35590,pink morsel,$5.00,430,2021-07-31,east
35591,pink morsel,$5.00,429,2021-07-31,west
35616,pink morsel,$5.00,414,2021-08-01,north
35617,pink morsel,$5.00,453,2021-08-01,south
35618,pink morsel,$5.00,411,2021-08-01,east
35619,pink morsel,$5.00,433,2021-08-01,west
35644,pink morsel,$5.00,456,2021-08-02,north
35645,pink morsel,$5.00,455,2021-08-02,south
35646,pink morsel,$5.00,440,2021-08-02,east
35647,pink morsel,$5.00,498,2021-08-02,west
35672,pink morsel,$5.00,470,2021-08-03,north
35673,pink morsel,$5.00,415,2021-08-03,south
35674,pink morsel,$5.00,450,2021-08-03,east
35675,pink morsel,$5.00,463,2021-08-03,west
35700,pink morsel,$5.00,496,2021-08-04,north
35701,pink morsel,$5.00,414,2021-08-04,south
35702,pink morsel,$5.00,490,2021-08-04,east
35703,pink morsel,$5.00,402,2021-08-04,west
35728,pink morsel,$5.00,484,2021-08-05,north
35729,pink morsel,$5.00,443,2021-08-05,south
35730,pink morsel,$5.00,426,2021-08-05,east
35731,pink morsel,$5.00,413,2021-08-05,west
35756,pink morsel,$5.00,412,2021-08-06,north
35757,pink morsel,$5.00,410,2021-08-06,south
35758,pink morsel,$5.00,494,2021-08-06,east
35759,pink morsel,$5.00,459,2021-08-06,west
35784,pink morsel,$5.00,446,2021-08-07,north
35785,pink morsel,$5.00,406,2021-08-07,south
35786,pink morsel,$5.00,462,2021-08-07,east
35787,pink morsel,$5.00,483,2021-08-07,west
35812,pink morsel,$5.00,496,2021-08-08,north
35813,pink morsel,$5.00,446,2021-08-08,south
35814,pink morsel,$5.00,472,2021-08-08,east
35815,pink morsel,$5.00,480,2021-08-08,west
35840,pink morsel,$5.00,433,2021-08-09,north
35841,pink morsel,$5.00,477,2021-08-09,south
35842,pink morsel,$5.00,448,2021-08-09,east
35843,pink morsel,$5.00,412,2021-08-09,west
35868,pink morsel,$5.00,459,2021-08-10,north
35869,pink morsel,$5.00,436,2021-08-10,south
35870,pink morsel,$5.00,415,2021-08-10,east
35871,pink morsel,$5.00,475,2021-08-10,west
35896,pink morsel,$5.00,450,2021-08-11,north
35897,pink morsel,$5.00,450,2021-08-11,south
35898,pink morsel,$5.00,469,2021-08-11,east
35899,pink morsel,$5.00,416,2021-08-11,west
35924,pink morsel,$5.00,499,2021-08-12,north
35925,pink morsel,$5.00,420,2021-08-12,south
35926,pink morsel,$5.00,486,2021-08-12,east
35927,pink morsel,$5.00,414,2021-08-12,west
35952,pink morsel,$5.00,457,2021-08-13,north
35953,pink morsel,$5.00,447,2021-08-13,south
35954,pink morsel,$5.00,496,2021-08-13,east
35955,pink morsel,$5.00,485,2021-08-13,west
35980,pink morsel,$5.00,419,2021-08-14,north
35981,pink morsel,$5.00,427,2021-08-14,south
35982,pink morsel,$5.00,466,2021-08-14,east
35983,pink morsel,$5.00,404,2021-08-14,west
36008,pink morsel,$5.00,412,2021-08-15,north
36009,pink morsel,$5.00,428,2021-08-15,south
36010,pink morsel,$5.00,494,2021-08-15,east
36011,pink morsel,$5.00,497,2021-08-15,west
36036,pink morsel,$5.00,408,2021-08-16,north
36037,pink morsel,$5.00,431,2021-08-16,south
36038,pink morsel,$5.00,424,2021-08-16,east
36039,pink morsel,$5.00,427,2021-08-16,west
36064,pink morsel,$5.00,479,2021-08-17,north
36065,pink morsel,$5.00,495,2021-08-17,south
36066,pink morsel,$5.00,472,2021-08-17,east
36067,pink morsel,$5.00,435,2021-08-17,west
36092,pink morsel,$5.00,498,2021-08-18,north
36093,pink morsel,$5.00,415,2021-08-18,south
36094,pink morsel,$5.00,465,2021-08-18,east
36095,pink morsel,$5.00,489,2021-08-18,west
36120,pink morsel,$5.00,416,2021-08-19,north
36121,pink morsel,$5.00,474,2021-08-19,south
36122,pink morsel,$5.00,445,2021-08-19,east
36123,pink morsel,$5.00,499,2021-08-19,west
36148,pink morsel,$5.00,432,2021-08-20,north
36149,pink morsel,$5.00,439,2021-08-20,south
36150,pink morsel,$5.00,463,2021-08-20,east
36151,pink morsel,$5.00,434,2021-08-20,west
36176,pink morsel,$5.00,446,2021-08-21,north
36177,pink morsel,$5.00,419,2021-08-21,south
36178,pink morsel,$5.00,410,2021-08-21,east
36179,pink morsel,$5.00,498,2021-08-21,west
36204,pink morsel,$5.00,419,2021-08-22,north
36205,pink morsel,$5.00,436,2021-08-22,south
36206,pink morsel,$5.00,415,2021-08-22,east
36207,pink morsel,$5.00,495,2021-08-22,west
36232,pink morsel,$5.00,404,2021-08-23,north
36233,pink morsel,$5.00,400,2021-08-23,south
36234,pink morsel,$5.00,442,2021-08-23,east
36235,pink morsel,$5.00,431,2021-08-23,west
36260,pink morsel,$5.00,443,2021-08-24,north
36261,pink morsel,$5.00,495,2021-08-24,south
36262,pink morsel,$5.00,453,2021-08-24,east
36263,pink morsel,$5.00,406,2021-08-24,west
36288,pink morsel,$5.00,404,2021-08-25,north
36289,pink morsel,$5.00,448,2021-08-25,south
36290,pink morsel,$5.00,400,2021-08-25,east
36291,pink morsel,$5.00,430,2021-08-25,west
36316,pink morsel,$5.00,474,2021-08-26,north
36317,pink morsel,$5.00,436,2021-08-26,south
36318,pink morsel,$5.00,494,2021-08-26,east
36319,pink morsel,$5.00,430,2021-08-26,west
36344,pink morsel,$5.00,434,2021-08-27,north
36345,pink morsel,$5.00,452,2021-08-27,south
36346,pink morsel,$5.00,428,2021-08-27,east
36347,pink morsel,$5.00,409,2021-08-27,west
36372,pink morsel,$5.00,498,2021-08-28,north
36373,pink morsel,$5.00,464,2021-08-28,south
36374,pink morsel,$5.00,446,2021-08-28,east
36375,pink morsel,$5.00,488,2021-08-28,west
36400,pink morsel,$5.00,437,2021-08-29,north
36401,pink morsel,$5.00,470,2021-08-29,south
36402,pink morsel,$5.00,489,2021-08-29,east
36403,pink morsel,$5.00,473,2021-08-29,west
36428,pink morsel,$5.00,413,2021-08-30,north
36429,pink morsel,$5.00,403,2021-08-30,south
36430,pink morsel,$5.00,432,2021-08-30,east
36431,pink morsel,$5.00,460,2021-08-30,west
36456,pink morsel,$5.00,409,2021-08-31,north
36457,pink morsel,$5.00,488,2021-08-31,south
36458,pink morsel,$5.00,433,2021-08-31,east
36459,pink morsel,$5.00,436,2021-08-31,west
36484,pink morsel,$5.00,466,2021-09-01,north
36485,pink morsel,$5.00,448,2021-09-01,south
36486,pink morsel,$5.00,424,2021-09-01,east
36487,pink morsel,$5.00,499,2021-09-01,west
36512,pink morsel,$5.00,416,2021-09-02,north
36513,pink morsel,$5.00,483,2021-09-02,south
36514,pink morsel,$5.00,417,2021-09-02,east
36515,pink morsel,$5.00,480,2021-09-02,west
36540,pink morsel,$5.00,451,2021-09-03,north
36541,pink morsel,$5.00,449,2021-09-03,south
36542,pink morsel,$5.00,404,2021-09-03,east
36543,pink morsel,$5.00,454,2021-09-03,west
36568,pink morsel,$5.00,479,2021-09-04,north
36569,pink morsel,$5.00,433,2021-09-04,south
36570,pink morsel,$5.00,404,2021-09-04,east
36571,pink morsel,$5.00,427,2021-09-04,west
36596,pink morsel,$5.00,466,2021-09-05,north
36597,pink morsel,$5.00,458,2021-09-05,south
36598,pink morsel,$5.00,409,2021-09-05,east
36599,pink morsel,$5.00,451,2021-09-05,west
36624,pink morsel,$5.00,469,2021-09-06,north
36625,pink morsel,$5.00,437,2021-09-06,south
36626,pink morsel,$5.00,467,2021-09-06,east
36627,pink morsel,$5.00,460,2021-09-06,west
36652,pink morsel,$5.00,408,2021-09-07,north
36653,pink morsel,$5.00,411,2021-09-07,south
36654,pink morsel,$5.00,454,2021-09-07,east
36655,pink morsel,$5.00,467,2021-09-07,west
36680,pink morsel,$5.00,485,2021-09-08,north
36681,pink morsel,$5.00,489,2021-09-08,south
36682,pink morsel,$5.00,496,2021-09-08,east
36683,pink morsel,$5.00,496,2021-09-08,west
36708,pink morsel,$5.00,400,2021-09-09,north
36709,pink morsel,$5.00,415,2021-09-09,south
36710,pink morsel,$5.00,469,2021-09-09,east
36711,pink morsel,$5.00,449,2021-09-09,west
36736,pink morsel,$5.00,414,2021-09-10,north
36737,pink morsel,$5.00,473,2021-09-10,south
36738,pink morsel,$5.00,403,2021-09-10,east
36739,pink morsel,$5.00,475,2021-09-10,west
36764,pink morsel,$5.00,454,2021-09-11,north
36765,pink morsel,$5.00,403,2021-09-11,south
36766,pink morsel,$5.00,400,2021-09-11,east
36767,pink morsel,$5.00,459,2021-09-11,west
36792,pink morsel,$5.00,487,2021-09-12,north
36793,pink morsel,$5.00,497,2021-09-12,south
36794,pink morsel,$5.00,490,2021-09-12,east
36795,pink morsel,$5.00,441,2021-09-12,west
36820,pink morsel,$5.00,483,2021-09-13,north
36821,pink morsel,$5.00,488,2021-09-13,south
36822,pink morsel,$5.00,498,2021-09-13,east
36823,pink morsel,$5.00,483,2021-09-13,west
36848,pink morsel,$5.00,452,2021-09-14,north
36849,pink morsel,$5.00,477,2021-09-14,south
36850,pink morsel,$5.00,456,2021-09-14,east
36851,pink morsel,$5.00,442,2021-09-14,west
36876,pink morsel,$5.00,414,2021-09-15,north
36877,pink morsel,$5.00,421,2021-09-15,south
36878,pink morsel,$5.00,485,2021-09-15,east
36879,pink morsel,$5.00,453,2021-09-15,west
36904,pink morsel,$5.00,438,2021-09-16,north
36905,pink morsel,$5.00,422,2021-09-16,south
36906,pink morsel,$5.00,423,2021-09-16,east
36907,pink morsel,$5.00,491,2021-09-16,west
36932,pink morsel,$5.00,454,2021-09-17,north
36933,pink morsel,$5.00,470,2021-09-17,south
36934,pink morsel,$5.00,473,2021-09-17,east
36935,pink morsel,$5.00,454,2021-09-17,west
36960,pink morsel,$5.00,440,2021-09-18,north
36961,pink morsel,$5.00,500,2021-09-18,south
36962,pink morsel,$5.00,485,2021-09-18,east
36963,pink morsel,$5.00,458,2021-09-18,west
36988,pink morsel,$5.00,492,2021-09-19,north
36989,pink morsel,$5.00,437,2021-09-19,south
36990,pink morsel,$5.00,478,2021-09-19,east
36991,pink morsel,$5.00,435,2021-09-19,west
37016,pink morsel,$5.00,496,2021-09-20,north
37017,pink morsel,$5.00,477,2021-09-20,south
37018,pink morsel,$5.00,430,2021-09-20,east
37019,pink morsel,$5.00,445,2021-09-20,west
37044,pink morsel,$5.00,479,2021-09-21,north
37045,pink morsel,$5.00,479,2021-09-21,south
37046,pink morsel,$5.00,489,2021-09-21,east
37047,pink morsel,$5.00,459,2021-09-21,west
37072,pink morsel,$5.00,457,2021-09-22,north
37073,pink morsel,$5.00,419,2021-09-22,south
37074,pink morsel,$5.00,462,2021-09-22,east
37075,pink morsel,$5.00,424,2021-09-22,west
37100,pink morsel,$5.00,415,2021-09-23,north
37101,pink morsel,$5.00,478,2021-09-23,south
37102,pink morsel,$5.00,497,2021-09-23,east
37103,pink morsel,$5.00,495,2021-09-23,west
37128,pink morsel,$5.00,445,2021-09-24,north
37129,pink morsel,$5.00,465,2021-09-24,south
37130,pink morsel,$5.00,439,2021-09-24,east
37131,pink morsel,$5.00,482,2021-09-24,west
37156,pink morsel,$5.00,457,2021-09-25,north
37157,pink morsel,$5.00,400,2021-09-25,south
37158,pink morsel,$5.00,469,2021-09-25,east
37159,pink morsel,$5.00,480,2021-09-25,west
37184,pink morsel,$5.00,452,2021-09-26,north
37185,pink morsel,$5.00,460,2021-09-26,south
37186,pink morsel,$5.00,430,2021-09-26,east
37187,pink morsel,$5.00,440,2021-09-26,west
37212,pink morsel,$5.00,428,2021-09-27,north
37213,pink morsel,$5.00,473,2021-09-27,south
37214,pink morsel,$5.00,418,2021-09-27,east
37215,pink morsel,$5.00,423,2021-09-27,west
37240,pink morsel,$5.00,414,2021-09-28,north
37241,pink morsel,$5.00,417,2021-09-28,south
37242,pink morsel,$5.00,487,2021-09-28,east
37243,pink morsel,$5.00,423,2021-09-28,west
37268,pink morsel,$5.00,468,2021-09-29,north
37269,pink morsel,$5.00,445,2021-09-29,south
37270,pink morsel,$5.00,428,2021-09-29,east
37271,pink morsel,$5.00,448,2021-09-29,west
37296,pink morsel,$5.00,400,2021-09-30,north
37297,pink morsel,$5.00,435,2021-09-30,south
37298,pink morsel,$5.00,404,2021-09-30,east
37299,pink morsel,$5.00,485,2021-09-30,west
